"SOURCE","Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","GEOLOGICAL AGE","ERUPTION YEAR","TYPE OF MATERIAL","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CAO(WT%)","MGO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","LOI(WT%)","sum_fe","Sum Oxides","CITATION_ID","References"
"latit","1989","[10054] PE-PIPER G. (1989)","samp. B30",NA,"ANATOLIA-IRAN BELT / TURKEY / CENTRAL ANATOLIAN VOLCANIC BELT","BODRUM",36.17,32.8,36.17,32.8,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",58.74,0.55,16.28,5.06,2.24,4.55,3.63,0.28,4,4.0491,95.3791,"10054","[10054] PE-PIPER G., PIPER D. J. W.:   SPATIAL AND TEMPORAL VARIATION IN LATE CENOZOIC BACK-ARC VOLCANIC ROCKS, AEGEAN SEA REGION |  TECTONOPHYSICS 169    [1989]  113-134  | doi: 10.1016/0040-1951(89)90186-8"
"latit","1989","[10054] PE-PIPER G. (1989)","samp. KA6",NA,"AEGEAN ARC / AEGEAN BACK ARC / PORPHYRION",NA,39.2,23.8,39.2,23.8,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",55.78,0.73,17.61,6.35,5.66,3.34,3.98,0.29,1.2,1.295712,95.035712,"10054","[10054] PE-PIPER G., PIPER D. J. W.:   SPATIAL AND TEMPORAL VARIATION IN LATE CENOZOIC BACK-ARC VOLCANIC ROCKS, AEGEAN SEA REGION |  TECTONOPHYSICS 169    [1989]  113-134  | doi: 10.1016/0040-1951(89)90186-8"
"latit","1989","[10054] PE-PIPER G. (1989)","samp. KA3",189852,"AEGEAN ARC / AEGEAN BACK ARC / PORPHYRION",NA,39.2,23.8,39.2,23.8,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",56.25,0.75,17.97,6.63,5.36,3.33,4.14,0.27,0.34,0.773828,95.473828,"10054","[10054] PE-PIPER G., PIPER D. J. W.:   SPATIAL AND TEMPORAL VARIATION IN LATE CENOZOIC BACK-ARC VOLCANIC ROCKS, AEGEAN SEA REGION |  TECTONOPHYSICS 169    [1989]  113-134  | doi: 10.1016/0040-1951(89)90186-8"
"latit","1989","[10054] PE-PIPER G. (1989)","samp. KA10",NA,"AEGEAN ARC / AEGEAN BACK ARC / PORPHYRION",NA,39.2,23.8,39.2,23.8,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",56.71,0.74,17.21,6.3,5.48,3.52,3.91,0.3,0.44,0.746834,94.916834,"10054","[10054] PE-PIPER G., PIPER D. J. W.:   SPATIAL AND TEMPORAL VARIATION IN LATE CENOZOIC BACK-ARC VOLCANIC ROCKS, AEGEAN SEA REGION |  TECTONOPHYSICS 169    [1989]  113-134  | doi: 10.1016/0040-1951(89)90186-8"
"latit","1989","[10054] PE-PIPER G. (1989)","samp. KA9",NA,"AEGEAN ARC / AEGEAN BACK ARC / PORPHYRION",NA,39.2,23.8,39.2,23.8,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",56.82,0.73,16.23,7.4,4.64,3.38,3.96,0.3,0.52,1.268718,94.728718,"10054","[10054] PE-PIPER G., PIPER D. J. W.:   SPATIAL AND TEMPORAL VARIATION IN LATE CENOZOIC BACK-ARC VOLCANIC ROCKS, AEGEAN SEA REGION |  TECTONOPHYSICS 169    [1989]  113-134  | doi: 10.1016/0040-1951(89)90186-8"
"latit","1989","[10054] PE-PIPER G. (1989)","samp. L1",NA,"AEGEAN ARC / AEGEAN BACK ARC / LIKHADES",NA,38.5,24,38.5,24,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",56.82,0.86,18.2,6.13,4.18,3.49,4.04,0.27,1.02,0.728838,94.718838,"10054","[10054] PE-PIPER G., PIPER D. J. W.:   SPATIAL AND TEMPORAL VARIATION IN LATE CENOZOIC BACK-ARC VOLCANIC ROCKS, AEGEAN SEA REGION |  TECTONOPHYSICS 169    [1989]  113-134  | doi: 10.1016/0040-1951(89)90186-8"
"latit","1989","[10054] PE-PIPER G. (1989)","samp. L6",NA,"AEGEAN ARC / AEGEAN BACK ARC / LIKHADES",NA,38.5,24,38.5,24,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",57.15,0.82,18.16,6.14,4.07,3.27,3.89,0.23,0.85,1.565652,95.295652,"10054","[10054] PE-PIPER G., PIPER D. J. W.:   SPATIAL AND TEMPORAL VARIATION IN LATE CENOZOIC BACK-ARC VOLCANIC ROCKS, AEGEAN SEA REGION |  TECTONOPHYSICS 169    [1989]  113-134  | doi: 10.1016/0040-1951(89)90186-8"
"latit","1989","[10054] PE-PIPER G. (1989)","samp. L5",NA,"AEGEAN ARC / AEGEAN BACK ARC / LIKHADES",NA,38.5,24,38.5,24,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",56.94,0.84,17.91,6.18,4.8,3.49,3.91,0.26,0.69,0.737836,95.067836,"10054","[10054] PE-PIPER G., PIPER D. J. W.:   SPATIAL AND TEMPORAL VARIATION IN LATE CENOZOIC BACK-ARC VOLCANIC ROCKS, AEGEAN SEA REGION |  TECTONOPHYSICS 169    [1989]  113-134  | doi: 10.1016/0040-1951(89)90186-8"
"latit","1989","[10054] PE-PIPER G. (1989)","samp. L10",NA,"AEGEAN ARC / AEGEAN BACK ARC / LIKHADES",NA,38.5,24,38.5,24,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",57.37,0.8,18.1,6.12,4.25,3.18,4.03,0.27,0.68,1.340702,95.460702,"10054","[10054] PE-PIPER G., PIPER D. J. W.:   SPATIAL AND TEMPORAL VARIATION IN LATE CENOZOIC BACK-ARC VOLCANIC ROCKS, AEGEAN SEA REGION |  TECTONOPHYSICS 169    [1989]  113-134  | doi: 10.1016/0040-1951(89)90186-8"
"latit","1989","[10054] PE-PIPER G. (1989)","samp. AI5",NA,"AEGEAN ARC / AEGEAN BACK ARC / KAM(M)ENA VOURLA",NA,38.8,22.5,38.8,22.5,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",56.91,0.76,17.52,5.94,4.8,3.28,3.57,0.25,1.57,0.76483,93.79483,"10054","[10054] PE-PIPER G., PIPER D. J. W.:   SPATIAL AND TEMPORAL VARIATION IN LATE CENOZOIC BACK-ARC VOLCANIC ROCKS, AEGEAN SEA REGION |  TECTONOPHYSICS 169    [1989]  113-134  | doi: 10.1016/0040-1951(89)90186-8"
"latit","1989","[10054] PE-PIPER G. (1989)","samp. AI2",NA,"AEGEAN ARC / AEGEAN BACK ARC / KAM(M)ENA VOURLA",NA,38.8,22.5,38.8,22.5,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",57.98,0.74,16.6,5.91,4.86,3.13,3.71,0.24,1.11,0.647856,93.817856,"10054","[10054] PE-PIPER G., PIPER D. J. W.:   SPATIAL AND TEMPORAL VARIATION IN LATE CENOZOIC BACK-ARC VOLCANIC ROCKS, AEGEAN SEA REGION |  TECTONOPHYSICS 169    [1989]  113-134  | doi: 10.1016/0040-1951(89)90186-8"
"latit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 50.9",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40.821,14.426,40.821,14.426,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",53.69,0.76,19.61,6.38,2.06,6.2,3.08,0.46,0.1,6.83848,99.07848,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"latit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 49.5",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40.821,14.426,40.821,14.426,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",53.66,0.76,19.54,6.42,2.07,5.43,3.57,0.46,0.62,6.829482,98.739482,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"latit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 16.7",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40.821,14.426,40.821,14.426,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",48.41,0.87,18.44,8,3.19,8.36,2.74,0.63,0.84,7.675294,98.315294,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"latit","1981","[10152] NICOLETTI M. (1981)","samp. VS36",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / LATERA (VULSINI VOLCANIC DISTRICT)","PONTE SODO, VULCI, F. FIORA",42.63,11.83,42.63,11.83,"SUBAERIAL","VOLCANIC ROCK","LATITE","PLEISTOCENE",NA,"WHOLE ROCK",55.59,1.06,17.76,5.67,2.58,6.38,1.78,0.39,NA,6.996174,98.206174,"10152","[10152] NICOLETTI M., PETRUCCIANI C., PIRO M., TRIGILA R.:   NEW DATING OF VULSINI NOTE II: THE SOUTH-WESTERN DISTRICT |  PER. MINERAL. 50    [1981]  141-169"
"latit","1981","[10152] NICOLETTI M. (1981)","samp. VS37",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / LATERA (VULSINI VOLCANIC DISTRICT)","PONTE SODO, VULCI, F. FIORA",42.63,11.83,42.63,11.83,"SUBAERIAL","VOLCANIC ROCK","LATITE","PLEISTOCENE",NA,"WHOLE ROCK",55.07,1,17.29,5.67,2.6,6.32,1.99,0.37,NA,7.08427,97.39427,"10152","[10152] NICOLETTI M., PETRUCCIANI C., PIRO M., TRIGILA R.:   NEW DATING OF VULSINI NOTE II: THE SOUTH-WESTERN DISTRICT |  PER. MINERAL. 50    [1981]  141-169"
"latit","1981","[10152] NICOLETTI M. (1981)","samp. VS38",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / LATERA (VULSINI VOLCANIC DISTRICT)","PONTE SODO, VULCI, F. FIORA",42.63,11.83,42.63,11.83,"SUBAERIAL","VOLCANIC ROCK","LATITE","PLEISTOCENE",NA,"WHOLE ROCK",54.65,1.07,17.26,6.25,2.8,6.13,1.96,0.37,NA,7.472246,97.962246,"10152","[10152] NICOLETTI M., PETRUCCIANI C., PIRO M., TRIGILA R.:   NEW DATING OF VULSINI NOTE II: THE SOUTH-WESTERN DISTRICT |  PER. MINERAL. 50    [1981]  141-169"
"latit","1937","[10233] HOLMES A. (1937)","samp. C 2892",NA,"EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / VIRUNGA PROVINCE / BUFUMBIRA VOLCANIC FIELD","SABINYO, BUFUMBIRA REGION",-1.17,29.58,-1.17,29.58,"SUBAERIAL","VOLCANIC ROCK","LATITE, HYPERSTHENE",NA,NA,"WHOLE ROCK",61.09,1.73,15.36,4.45,2.47,4.97,3,0.4,NA,5.805732,99.275732,"10233","[10233] HOLMES A., HARWOOD H. F.:   THE VOLCANIC AREA OF BUFUMBIRA |  MEM. GEOL. SURV. UGANDA 3    [1937]  1-288  | doi: 10.1080/11035893709444967"
"latit","1980","[10249] KELLER J. (1980)","samp. VL 11",NA,"AEOLIAN ARC / ITALY / VULCANO / LENTIA COMPLEX","CALA DI MASTRO MINICO",38.4,15,38.4,15,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",55,0.6,13.5,8.7,6.1,3.7,3.1,0.31,NA,7.1492,98.1592,"10249","[10249] KELLER J.:   THE ISLAND OF VULCANO |    VILLARI, L. | THE AEOLIAN ISLANDS | ISTITUTO INTERNAZIONALE DI VULCANOLOGIA / COMPARE REF. 12095  [1980]  29-74"
"latit","1980","[10249] KELLER J. (1980)","samp. VL 23",NA,"AEOLIAN ARC / ITALY / VULCANO / LENTIA COMPLEX","MASTRO MINICO, FOSSA-WARDS FLANK",38.4,15,38.4,15,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",55.5,0.55,13.6,8.9,6.2,3.7,3,0.34,NA,6.7991,98.5891,"10249","[10249] KELLER J.:   THE ISLAND OF VULCANO |    VILLARI, L. | THE AEOLIAN ISLANDS | ISTITUTO INTERNAZIONALE DI VULCANOLOGIA / COMPARE REF. 12095  [1980]  29-74"
"latit","1980","[10250] PICHLER H. (1980)","samp. LI I",NA,"AEOLIAN ARC / ITALY / LIPARI / MONTEROSA VOLCANIC COMPLEX","PERIOD I, MONTEROSA VOLCANIC COMPLEX, W CONE, DIRECTLY AT THE HARBOUR ON THE S SIDE OF MONTEROSA",38.28,14.58,38.53,14.9,"SUBAERIAL","VOLCANIC ROCK","LATITE, QUARTZ",NA,NA,"WHOLE ROCK",55.5,0.8,16.99,8.3,4.31,1.79,2.58,0.12,NA,7.99914,98.38914,"10250","[10250] PICHLER H.:   THE ISLAND OF LIPARI |    VILLARI, L. | THE AEOLIAN ISLANDS | ISTITUTO INTERNAZIONALE DI VULCANOLOGIA  [1980]  75-100"
"latit","1980","[10250] PICHLER H. (1980)","samp. LI II C",NA,"AEOLIAN ARC / ITALY / LIPARI","PERIOD II C, SUMMIT FLOW OF MONTE SANT^ANGELO, SOUTHERN RIM",38.28,14.58,38.53,14.9,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",58.2,0.71,16.92,6.54,3.25,2.99,2.49,0.24,NA,6.2895,97.6295,"10250","[10250] PICHLER H.:   THE ISLAND OF LIPARI |    VILLARI, L. | THE AEOLIAN ISLANDS | ISTITUTO INTERNAZIONALE DI VULCANOLOGIA  [1980]  75-100"
"latit","1980","[10250] PICHLER H. (1980)","samp. 1",NA,"AEOLIAN ARC / ITALY / LIPARI / MONTEROSA VOLCANIC COMPLEX","PERIOD I, MONTEROSA VOLCANIC COMPLEX, W CONE, DIRECTLY AT THE HARBOUR ON THE S SIDE OF MONTEROSA",38.28,14.58,38.53,14.9,"SUBAERIAL","VOLCANIC ROCK","LATITE, QUARTZ",NA,NA,"WHOLE ROCK",54.6,0.7,16.3,9.3,5.2,1.7,2.2,0.2,NA,7.77936,97.97936,"10250","[10250] PICHLER H.:   THE ISLAND OF LIPARI |    VILLARI, L. | THE AEOLIAN ISLANDS | ISTITUTO INTERNAZIONALE DI VULCANOLOGIA  [1980]  75-100"
"latit","1980","[10250] PICHLER H. (1980)","samp. 2",NA,"AEOLIAN ARC / ITALY / LIPARI","PERIOD II B, OLD CAVE AT THE ROAD SOMEWHAT E OF BELVEDERE",38.28,14.58,38.53,14.9,"SUBAERIAL","VOLCANIC ROCK","LATITE, QUARTZ",NA,NA,"WHOLE ROCK",59,0.7,17,6.4,2.3,3.7,2.9,0.3,NA,5.13948,97.43948,"10250","[10250] PICHLER H.:   THE ISLAND OF LIPARI |    VILLARI, L. | THE AEOLIAN ISLANDS | ISTITUTO INTERNAZIONALE DI VULCANOLOGIA  [1980]  75-100"
"latit","2007","[10363] CHEN YANG(2007)  [GeoReM [3070] ]","samp. WDLC-LHS-3A",NA,"CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEILONGJIANG PROVINCE / WUDALIANCHI-ERKESHAN-KELUO VOLCANIC FIELD",NA,48.70907,126.0461,48.70907,126.0461,"SUBAERIAL","VOLCANIC ROCK","LATITE","CENOZOIC",NA,"WHOLE ROCK",53.18,2.36,13.74,5.19,5.88,5.61,3.51,1.01,0.89,7.279382,97.759382,"10363","[10363] CHEN YANG, ZHANG YOUXUE, GRAHAM D., SU SHANGGOU, DENG JINFU:   GEOCHEMISTRY OF CENOZOIC BASALTS AND MANTLE XENOLITHS IN NORTHEAST CHINA |  LITHOS 96    [2007]  108-126  | GeoReM-id: 3070 | doi: 10.1016/j.lithos.2006.09.015"
"latit","2007","[10363] CHEN YANG(2007)  [GeoReM [3070] ]","samp. WDLC-DJS-1A",NA,"CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEILONGJIANG PROVINCE / WUDALIANCHI-ERKESHAN-KELUO VOLCANIC FIELD",NA,48.60746,125.84136,48.60746,125.84136,"SUBAERIAL","VOLCANIC ROCK","LATITE","CENOZOIC",NA,"WHOLE ROCK",51.78,2.29,13.67,6.18,5.91,5.97,2.9,0.9,1.78,7.24339,96.84339,"10363","[10363] CHEN YANG, ZHANG YOUXUE, GRAHAM D., SU SHANGGOU, DENG JINFU:   GEOCHEMISTRY OF CENOZOIC BASALTS AND MANTLE XENOLITHS IN NORTHEAST CHINA |  LITHOS 96    [2007]  108-126  | GeoReM-id: 3070 | doi: 10.1016/j.lithos.2006.09.015"
"latit","1964","[10723] PICHLER H. (1964)","samp. NR.3",NA,"AEOLIAN ARC / ITALY / SALINA / POLLARA","YOUNG POLLARA CALDERA, SERRO DI POLLARA, NE FLANK",38.5,15,38.75,15.5,"SUBAERIAL","VOLCANIC ROCK","LATITE, QUARTZ",NA,NA,"WHOLE ROCK",52.2,0.5,16.4,10.9,6,1.4,2.2,0.16,NA,8.47916,98.23916,"10723","[10723] PICHLER H.:   CONTRIBUTIONS TO THE GEOLOGY OF SALINA ISLAND, AEOLIAN ARCHIPELAGO, SICILY |  GEOL. RUNDSCHAU 53    [1964]  800-821  | doi: 10.1007/BF02054565"
"latit","1972","[10724] BORSI S. (1972)","samp. TD 108",NA,"ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","DIKILI REGION, BERGAMA",39.07,26.89,39.07,26.89,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",54.8,0.72,15.75,8.08,6.9,2,2.99,0.24,2.45,5.807576,97.287576,"10724","[10724] BORSI S., FERRARA G., INNOCENTI F., MAZZUOLI R.:   GEOCHRONOLOGY AND PETROLOGY OF RECENT VOLCANICS IN THE EASTERN AEGEAN SEA (WEST ANATOLIA AND LESVOS ISLAND) |  BULL. VOLCANOL. 36    [1972]  473-496  | doi: 10.1007/BF02597122"
"latit","1972","[10724] BORSI S. (1972)","samp. TD 104",NA,"ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","DIKILI REGION, MOUNT SEYRET (S DIKILI)",39.07,26.89,39.07,26.89,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",57.95,0.83,15.71,6.59,4.14,3.27,2.82,0.4,2.36,5.398018,97.108018,"10724","[10724] BORSI S., FERRARA G., INNOCENTI F., MAZZUOLI R.:   GEOCHRONOLOGY AND PETROLOGY OF RECENT VOLCANICS IN THE EASTERN AEGEAN SEA (WEST ANATOLIA AND LESVOS ISLAND) |  BULL. VOLCANOL. 36    [1972]  473-496  | doi: 10.1007/BF02597122"
"latit","1972","[10724] BORSI S. (1972)","samp. TD 103",NA,"ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","DIKILI REGION, MOUNT SEYRET (S DIKILI)",39.07,26.89,39.07,26.89,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",58.65,0.8,15.26,6.21,3.7,3.33,3.17,0.38,1.99,5.542446,97.042446,"10724","[10724] BORSI S., FERRARA G., INNOCENTI F., MAZZUOLI R.:   GEOCHRONOLOGY AND PETROLOGY OF RECENT VOLCANICS IN THE EASTERN AEGEAN SEA (WEST ANATOLIA AND LESVOS ISLAND) |  BULL. VOLCANOL. 36    [1972]  473-496  | doi: 10.1007/BF02597122"
"latit","1972","[10724] BORSI S. (1972)","samp. TD 119",NA,"ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","DIKILI REGION, NEBILAR",39.07,26.89,39.07,26.89,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",59.15,0.89,16.79,5.82,3.06,3.65,3.54,0.27,1.05,5.12419,98.29419,"10724","[10724] BORSI S., FERRARA G., INNOCENTI F., MAZZUOLI R.:   GEOCHRONOLOGY AND PETROLOGY OF RECENT VOLCANICS IN THE EASTERN AEGEAN SEA (WEST ANATOLIA AND LESVOS ISLAND) |  BULL. VOLCANOL. 36    [1972]  473-496  | doi: 10.1007/BF02597122"
"latit","1972","[10724] BORSI S. (1972)","samp. TD 101",NA,"ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","DIKILI REGION, MOUNT SEYRET (S DIKILI)",39.07,26.89,39.07,26.89,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",60.25,0.81,16.37,5.88,3.08,3.56,3.52,0.36,1.51,4.567496,98.397496,"10724","[10724] BORSI S., FERRARA G., INNOCENTI F., MAZZUOLI R.:   GEOCHRONOLOGY AND PETROLOGY OF RECENT VOLCANICS IN THE EASTERN AEGEAN SEA (WEST ANATOLIA AND LESVOS ISLAND) |  BULL. VOLCANOL. 36    [1972]  473-496  | doi: 10.1007/BF02597122"
"latit","1972","[10724] BORSI S. (1972)","samp. TD 113",NA,"ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","DIKILI REGION, GAKIRLAR (BERGAMA)",39.07,26.89,39.07,26.89,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",61.15,0.78,15.45,5.82,2.58,3.65,3.54,0.27,1.05,4.847096,98.087096,"10724","[10724] BORSI S., FERRARA G., INNOCENTI F., MAZZUOLI R.:   GEOCHRONOLOGY AND PETROLOGY OF RECENT VOLCANICS IN THE EASTERN AEGEAN SEA (WEST ANATOLIA AND LESVOS ISLAND) |  BULL. VOLCANOL. 36    [1972]  473-496  | doi: 10.1007/BF02597122"
"latit","1972","[10724] BORSI S. (1972)","samp. TD 93",NA,"ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","DIKILI REGION, MOUNT SEYRET (S DIKILI)",39.07,26.89,39.07,26.89,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",61.37,0.65,15.65,4.93,3.09,3.78,3.65,0.25,1.65,3.932566,97.302566,"10724","[10724] BORSI S., FERRARA G., INNOCENTI F., MAZZUOLI R.:   GEOCHRONOLOGY AND PETROLOGY OF RECENT VOLCANICS IN THE EASTERN AEGEAN SEA (WEST ANATOLIA AND LESVOS ISLAND) |  BULL. VOLCANOL. 36    [1972]  473-496  | doi: 10.1007/BF02597122"
"latit","1972","[10724] BORSI S. (1972)","samp. TD 110",NA,"ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","DIKILI REGION, KALARGA (E OF DIKILI)",39.07,26.89,39.07,26.89,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",62.44,0.65,15.23,4.93,3.39,3.39,3.49,0.23,1.39,4.375312,98.125312,"10724","[10724] BORSI S., FERRARA G., INNOCENTI F., MAZZUOLI R.:   GEOCHRONOLOGY AND PETROLOGY OF RECENT VOLCANICS IN THE EASTERN AEGEAN SEA (WEST ANATOLIA AND LESVOS ISLAND) |  BULL. VOLCANOL. 36    [1972]  473-496  | doi: 10.1007/BF02597122"
"latit","1972","[10724] BORSI S. (1972)","samp. T 121",NA,"ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","TUZLA AREA, KIRCALAR, E OF AYVALIK",39.7,26.2,39.7,26.2,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",53.8,0.96,16.21,7.15,7.07,3.11,3.06,0.39,1.65,6.435232,98.185232,"10724","[10724] BORSI S., FERRARA G., INNOCENTI F., MAZZUOLI R.:   GEOCHRONOLOGY AND PETROLOGY OF RECENT VOLCANICS IN THE EASTERN AEGEAN SEA (WEST ANATOLIA AND LESVOS ISLAND) |  BULL. VOLCANOL. 36    [1972]  473-496  | doi: 10.1007/BF02597122"
"latit","1972","[10724] BORSI S. (1972)","samp. T 150",NA,"ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","TUZLA AREA, EZINE",39.7,26.2,39.7,26.2,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",60.21,0.8,17.77,5.31,2.19,3,3.67,0.24,1.7,4.327556,97.517556,"10724","[10724] BORSI S., FERRARA G., INNOCENTI F., MAZZUOLI R.:   GEOCHRONOLOGY AND PETROLOGY OF RECENT VOLCANICS IN THE EASTERN AEGEAN SEA (WEST ANATOLIA AND LESVOS ISLAND) |  BULL. VOLCANOL. 36    [1972]  473-496  | doi: 10.1007/BF02597122"
"latit","1972","[10724] BORSI S. (1972)","samp. T 151",NA,"ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","TUZLA AREA, EZINE",39.7,26.2,39.7,26.2,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",60.62,0.7,17.34,5.57,2.36,3.12,3.56,0.3,1.15,4.647456,98.217456,"10724","[10724] BORSI S., FERRARA G., INNOCENTI F., MAZZUOLI R.:   GEOCHRONOLOGY AND PETROLOGY OF RECENT VOLCANICS IN THE EASTERN AEGEAN SEA (WEST ANATOLIA AND LESVOS ISLAND) |  BULL. VOLCANOL. 36    [1972]  473-496  | doi: 10.1007/BF02597122"
